time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
233,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.860000610351562,0.26000022888183594,0.0,17.228424995877713,0.4071742353485371,0.55,0.55,0.0,0.3134071976074399,0.3364711667796259,0.0,0.0,0.0,17.228424995877713,19.451458518992172,30.44434147155821,-41.4248608302216,0.6389186817249493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.652992817831004,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
234,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,20.040000915527344,0.18000030517578125,0.0,13.968540823901625,0.4012413512450174,0.55,0.55,0.0,0.3134071976074399,0.33742922820782584,0.0,0.0,0.0,13.968540823901625,16.01878707950307,29.2196200092513,-41.713030586058515,0.5482202394976841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.7465458949115231,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
235,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.600000381469727,-0.4400005340576172,0.0,-12.33108812268725,0.4051083173597171,0.55,0.55,0.0,0.3134071976074399,0.3368047779381076,0.0,3.0,0.0,-12.33108812268725,-10.440808509689075,28.21102971165296,-41.950345950199306,0.2488849203313774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.682443245648403,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
236,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.280000686645508,-0.31999969482421875,0.0,-7.408336285270728,0.40723961716445684,0.55,0.55,0.0,0.3134071976074399,0.33646060871126565,0.0,3.0,0.0,-7.408336285270728,-5.754509472797329,28.8684139511519,-41.79566730561132,0.13768196188184204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.6464679291578102,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
237,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.280000686645508,0.0,0.0,5.667291774826414,0.40454764600503207,0.55,0.55,0.0,0.3134071976074399,0.336895316972656,0.0,0.0,0.0,5.667291774826414,7.268322130446881,29.23073491795766,-41.71041531342173,0.24865341739942529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.6901449927716663,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
238,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.84000015258789,0.5599994659423828,0.0,30.1135127122009,0.40868032401222737,0.55,0.55,0.00489160176775782,0.3182987993751977,0.34111956044977826,1.0,1.0,43.20422457174802,-13.09071185954712,-11.15823061942728,28.77309982085545,-41.81809415979872,0.26682781326161203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.7734101434072902,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
239,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,20.149999618530273,0.3099994659423828,0.0,19.76437268077787,0.41268284789766596,0.55,0.55,0.0021267676647476483,0.3204255670399454,0.34259998753493953,1.0,1.0,32.48314351967741,-12.718770838899541,-10.806814490684156,29.47565508207865,-41.652787039510905,0.25944997342994247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-4.223447075798594,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
0,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,10.119999885559082,0.0,0.0,1.8176218107359883,0.5488322179588122,0.55,0.5494746063649655,0.0,0.0,0.0001885772434932512,0.0,0.0,0.0,1.8176218107359883,3.1530115112072785,51.00000000000001,-35.0,0.061823755121711337,0.0,0.5,-0.0005253936350345612,0.5,-0.0005253936350345612,0.5,-0.0005253936350345612,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.0011248017684621413,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
1,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,11.25,1.130000114440918,0.0,29.707778944434047,0.5484611256232998,0.55,0.5494746063649655,0.003938156193872937,0.003938156193872937,0.0041866586350864845,1.0,1.0,29.76559390098784,-0.05781495655379487,1.001949305883402,50.85986615505747,-35.07006692247127,0.019700195490659364,0.0,1.0,-0.0005253936350345612,1.0,-0.0005253936350345612,1.0,-0.0005253936350345612,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-3.0351297373478507,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
2,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,12.300000190734863,1.0500001907348633,0.0,30.475465744679216,0.548100335626526,0.55,0.5494746063649655,0.0019935401548911323,0.005931696348764069,0.006238460332518841,1.0,1.0,30.566679011429123,-0.09121326674990726,0.9741329912892849,50.81533507479598,-35.09233246260201,0.019170059389659468,0.0,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.496862438794384,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
3,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,11.279999732971191,-1.0200004577636719,0.0,-21.906143094919827,0.5535499651273931,0.55,0.5494746063649655,9.772727272727273e-05,0.006029423621491342,0.005456163702594143,1.0,3.0,0.0,-16.83844725388056,-14.713999652340995,50.77204027518313,-35.113979862408435,0.4190353730906245,0.0,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.07797914909389758,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
4,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,7.630000114440918,-3.6499996185302734,0.0,-56.83160026628857,0.557034387923366,0.55,0.5494746063649655,9.772727272727273e-05,0.0061271508942186146,0.004991215045349708,1.0,3.0,0.0,-11.235394156807216,-9.407941549126885,51.425995815287166,-34.78700209235642,0.2704441596936014,0.0,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.0902513785450482,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
5,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,8.140000343322754,0.5100002288818359,0.0,10.340930485188977,0.5564616994773878,0.55,0.5494746063649655,0.0005936907354162975,0.006720841629634912,0.005677385374315123,1.0,1.0,9.925142499476948,0.41578798571202924,1.5462588041412098,51.84412655080392,-34.57793672459804,0.029825149096223566,0.0,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4596161777240621,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
6,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,8.239999771118164,0.09999942779541016,0.0,3.146348686281401,0.5547625338886969,0.55,0.5494746063649655,0.0,0.006720841629634912,0.005951772161962574,0.0,0.0,0.0,3.146348686281401,4.587747089465315,51.775403937286534,-34.61229803135673,0.08860861993510025,0.0,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.08800301508328467,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
7,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,8.300000190734863,0.06000041961669922,0.0,2.4527068589184444,0.5533369757251924,0.55,0.5494746063649655,0.0,0.006720841629634912,0.006181975932384957,0.0,0.0,0.0,2.4527068589184444,3.8490070414622,51.57150406664363,-34.71424796667819,0.07463437631154396,0.0,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.004151286106271588,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
8,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,10.010000228881836,1.7100000381469727,0.0,38.91334998251,0.537505552606385,0.55,0.5494746063649655,0.0,0.006720841629634912,0.008738485646546433,0.0,0.0,0.0,38.91334998251,42.74484242078002,51.400437087023086,-34.79978145648846,0.8316046485832643,0.0,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.05263213900821923,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
9,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,11.90999984741211,1.8999996185302734,0.0,51.41804169306478,0.5191719724905457,0.55,0.5494746063649655,0.0,0.006720841629634912,0.011699051813577898,0.0,0.0,0.0,44.64692143609399,49.5006663127662,49.5006663127662,-35.7496668436169,1.0,4.0,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.1146451532840729,-0.0005253936350345612,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-8.717563545911387,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
10,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,13.65999984741211,1.75,0.0,54.78867273547185,0.5016532181576325,0.55,0.5504746063649655,0.0,0.006720841629634912,0.01452803726207464,0.0,0.0,0.0,42.550585762956246,47.30063669886548,47.30063669886548,-36.849681650567256,1.0,6.0,1.6146451532840729,0.00047460636496543887,1.6146451532840729,0.00047460636496543887,1.6146451532840729,0.00047460636496543887,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-9.255246295065863,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
11,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,11.079999923706055,-2.5799999237060547,0.0,-57.54199412305869,0.5076727143000416,0.55,0.5514746063649655,0.0,0.006720841629634912,0.013555989440034905,0.0,3.0,0.0,-18.45139143196992,-16.252639584504415,45.198386178915904,-37.900806910542045,0.42882041068059085,0.0,2.114645153284073,0.0014746063649654388,2.114645153284073,0.0014746063649654388,2.114645153284073,0.0014746063649654388,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6324197184275434,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
12,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,7.849999904632568,-3.2300000190734863,0.0,-51.59174309234365,0.5117375938998526,0.55,0.5524746063649655,0.0,0.006720841629634912,0.012899579456811828,0.0,3.0,0.0,-12.896999702083923,-10.975174919489856,45.92072571600499,-37.5396371419975,0.292362307018982,0.0,2.5312063694000244,0.002474606364965439,2.5312063694000244,0.002474606364965439,2.5312063694000244,0.002474606364965439,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5047872343639742,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
13,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,6.760000228881836,-1.0899996757507324,0.0,-14.338574979437999,0.5151413885863905,0.55,0.5534746063649655,0.0,0.006720841629634912,0.012349923616282392,0.0,3.0,0.0,-11.004143300604259,-9.190245653652296,46.40851126798231,-37.29574436600884,0.24641539698100895,0.0,2.5312063694000244,0.003474606364965439,2.5312063694000244,0.003474606364965439,2.5312063694000244,0.003474606364965439,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.41171468805246786,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
14,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,7.130000114440918,0.36999988555908203,0.0,6.84617499212153,0.5119838553321888,0.55,0.5544746063649655,0.0,0.006720841629634912,0.01285981235948481,0.0,0.0,0.0,6.84617499212153,8.525339786344386,46.816966630366856,-37.09151668481657,0.1820993626873425,0.0,2.5312063694000244,0.004474606364965439,2.5312063694000244,0.004474606364965439,2.5312063694000244,0.004474606364965439,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4975473993279322,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
15,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,9.130000114440918,2.0,0.0,41.16964169821478,0.512896262231972,0.55,0.5554746063649655,0.0050292076549037345,0.011750049284538646,0.017741681579614938,1.0,1.0,45.083809291164684,-3.9141675929499016,-2.4634986294147927,46.43806263986266,-37.28096868006867,0.06607925482182657,0.0,2.5312063694000244,0.005474606364965439,2.5312063694000244,0.005474606364965439,2.5312063694000244,0.005474606364965439,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-4.323616596779679,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
16,old_latent_sac_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,11.0,1.869999885559082,0.0,46.67628520091237,0.5138114001335379,0.55,0.5564746063649655,0.0034392177369364963,0.015189267021475142,0.021033119870724416,1.0,1.0,50.59833617288178,-3.922050971969412,-2.4708723342276,46.54755146783665,-37.22622426608168,0.0663745083725537,0.0,2.5312063694000244,0.006474606364965439,2.5312063694000244,0.006474606364965439,2.5312063694000244,0.006474606364965439,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-3.026163473117902,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
