time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
84,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.48976493149789335,0.55,0.5516462169071402,0.0,0.12384560117630823,0.1335725560181556,0.0,0.0,0.0,0.0,1.05,43.32614946575298,-38.39384718452871,0.024234786911538707,0.0,0.031252368677879214,0.0016462169071401822,0.04801120609045029,0.002528987802906413,0.04801120609045029,0.002528987802906413,0.6509390457511438,0.6509390457511438,0.95,0.9630445728753512,2.316622738157758,mass_scale,2.698000000000002,0.6509390457511437,0.0,0.0,-0.3610361802866422,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
85,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.48937604260900447,0.55,0.5517222505460928,0.0,0.12384560117630823,0.1336353550612178,0.0,0.0,0.0,0.0,1.05,43.26003835464187,-38.40940274008427,0.024271823140612943,0.0,0.031063740859616912,0.0017222505460927323,0.04801120609045029,0.0026462169071401823,0.04801120609045029,0.0026462169071401823,0.6508349868998463,0.6508349868998463,0.7118655631859012,0.9630448023018667,2.317054016548946,mass_scale,2.698000000000002,0.6506168647932434,0.0,1.0,-0.3611597324033623,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
86,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.4889871537201156,0.55,0.5517666797795525,0.0,0.12384560117630823,0.13369815410428001,0.0,0.0,0.0,0.0,1.05,43.19392724353076,-38.42495829563982,0.024308972742395418,0.0,0.030766820190676235,0.00176667977955243,0.04801120609045029,0.002713875472545624,0.04801120609045029,0.002713875472545624,0.6509804143280306,0.6509804143280306,0.7700791698936903,0.9633159232972183,2.316451280363361,mass_scale,2.698000000000002,0.6504149429399956,0.0,1.0,-0.36139271873047357,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
87,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,0.0,0.0,0.0,0.0,0.4885982648312267,0.55,0.5517665457620534,0.0,0.12384560117630823,0.1337609531473422,0.0,0.0,0.0,0.0,1.05,43.12781613241965,-38.44051385119538,0.024346236238256998,0.0,0.030460647536332493,0.001766545762053383,0.04801120609045029,0.002713875472545624,0.04801120609045029,0.002713875472545624,0.6509310319962314,0.6509310319962314,0.6625643966532841,0.9648363057235979,2.316655952067096,mass_scale,2.698000000000002,0.650013193449542,0.0,1.0,-0.36171794018822645,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
88,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,1.8799999952316284,1.8799999952316284,0.0,7.924415636350115,0.4850188577009805,0.55,0.5517831629561695,0.0,0.12384560117630823,0.1343389674566523,0.0,0.0,0.0,7.924415636350115,9.664399251664726,43.06170502130854,-38.456069406750935,0.22443141178182377,0.0,0.030440481922493365,0.0017831629561694303,0.04801120609045029,0.002713875472545624,0.04801120609045029,0.002713875472545624,0.5974652864336212,0.6570540815923355,0.5974652864336212,0.9647958949681245,2.2912577002468284,mass_scale,2.698000000000002,0.6557718842673306,0.0,1.0,-0.37374557669329206,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
89,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,2.1600000858306885,0.28000009059906006,0.0,1.610044873435791,0.4839368864995556,0.55,0.5518069261705782,0.0,0.12384560117630823,0.13451368768654748,0.0,0.0,0.0,1.610044873435791,2.9213222438473325,42.45320580916669,-38.59924569196078,0.06881275955882105,0.0,0.02798563027397432,0.001806926170578207,0.04801120609045029,0.002713875472545624,0.04801120609045029,0.002713875472545624,0.5201469578274249,0.6658102734844,0.5201469578274249,0.9653751441072382,2.254857322743188,mass_scale,2.698000000000002,0.6611931953935579,0.0,1.0,-0.3755432645056557,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
90,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,3.4200000762939453,1.2599999904632568,0.0,9.828656140223172,0.4796214684847615,0.55,0.5518667786971663,0.0,0.12384560117630823,0.13521055542817093,0.0,0.0,0.0,9.828656140223172,11.651628639943988,42.26927070492445,-38.642524540017774,0.27565246444118446,0.0,-0.17375709680163418,0.0018667786971661806,-0.2612646818161011,0.0028069261705782073,-0.2612646818161011,0.0028069261705782073,0.5107741427148047,0.6650615597707855,0.5107741427148047,0.9312541302561579,2.2579738470773782,mass_scale,2.698000000000002,0.6650615597707856,0.0,0.0,-0.4062265577868329,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
91,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,4.670000076293945,1.25,0.0,13.339765368178863,0.481437251584507,0.55,0.5519041428992075,0.0032253731941944068,0.12707097437050263,0.13814271005960738,1.0,1.0,19.845206065479005,-6.505440697300141,-4.902614369312853,41.53564964240945,-38.815141260609536,0.12630675066712005,0.0,-0.17353459797423593,0.0019041428992075048,-0.2612646818161011,0.0028667786971661806,-0.2612646818161011,0.0028667786971661806,0.42603426047878323,0.6642099374778234,0.42603426047878323,0.9485407817483122,2.26151776628234,mass_scale,2.698000000000002,0.6642099374778234,0.0,0.0,-0.5047313982783651,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
92,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,5.730000019073486,1.059999942779541,0.0,14.033196450486013,0.4831969473394807,0.55,0.5519288027160719,0.0012620921360680117,0.12833306650657064,0.13912064079983633,1.0,1.0,20.377436052326857,-6.344239601840844,-4.751178538428989,41.84433276936619,-38.74250993661972,0.12263476336978721,0.0,-0.17352039668504612,0.0019288027160718605,-0.2612646818161011,0.0029041428992075046,-0.2612646818161011,0.0029041428992075046,0.44387673763609814,0.664155581530854,0.44387673763609814,0.9485148235517824,2.261743927308849,mass_scale,2.698000000000002,0.6641555815308539,0.0,0.0,-0.40526487170411013,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
93,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,7.449999809265137,1.7199997901916504,0.0,28.981677943862408,0.4849021141921864,0.55,0.5519448723073805,0.0023152335139317555,0.1306483000205024,0.1411605184224819,1.0,1.0,35.168991190973394,-6.1873132471109855,-4.60395050230522,42.14348104771172,-38.67212210642077,0.11905088863848051,0.0,-0.1734928890130965,0.0019448723073804935,-0.2612646818161011,0.0029288027160718605,-0.2612646818161011,0.0029288027160718605,0.4611680262971495,0.6640502949235774,0.4611680262971495,0.9485131667347103,2.2621819859579304,mass_scale,2.698000000000002,0.6640502949235775,0.0,0.0,-0.41865856672197904,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
94,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,9.350000381469727,1.9000005722045898,0.0,40.14993300268154,0.4865543469045696,0.55,0.5519552573604483,0.00311030718224604,0.13375860720274843,0.14400401769064688,1.0,1.0,46.184715887825114,-6.034782885143571,-4.461028323434785,42.433359412671685,-38.60391543231255,0.11555896010747088,0.0,-0.17346751873275787,0.0019552573604482656,-0.2612646818161011,0.0029448723073804937,-0.2612646818161011,0.0029448723073804937,0.47792063938935647,0.6639531892598409,0.47792063938935647,0.9485099575063162,2.2625859930991035,mass_scale,2.698000000000002,0.663953189259841,0.0,0.0,-0.4292090784438318,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
95,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,10.869999885559082,1.5199995040893555,0.0,37.86003105264628,0.48815527611777876,0.55,0.5519628873195848,0.002931213857898672,0.13668982106064712,0.14667670829043167,1.0,1.0,43.746799689997644,-5.886768637351366,-4.322508875664654,42.71423897377683,-38.53782612381722,0.11216275826708473,0.0,-0.17353247735905122,0.0019628873195847076,-0.2612646818161011,0.0029552573604482656,-0.2612646818161011,0.0029552573604482656,0.4941458468411968,0.6642018207466603,0.4941458468411968,0.9485069976402767,2.2615515381607647,mass_scale,2.698000000000002,0.6642018207466603,0.0,0.0,-0.4223965145998223,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
96,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,12.020000457763672,1.1500005722045898,0.0,32.3539648139574,0.4897064196813877,0.55,0.551965954133708,0.0025230534396332885,0.13921287450028041,0.1489492780206305,1.0,1.0,38.096925835391026,-5.742961021433629,-4.188087621744031,42.98639694002239,-38.47378895528885,0.1088556062573169,0.0,-0.17335602937483266,0.00196595413370791,-0.2612646818161011,0.0029628873195847076,-0.2612646818161011,0.0029628873195847076,0.4497696197722233,0.6635264597181737,0.4497696197722233,0.9485145761466776,2.2643612427197284,mass_scale,2.698000000000002,0.6635264597181736,0.0,0.0,-0.41293396012159667,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
97,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,13.550000190734863,1.5299997329711914,0.0,47.86482574659447,0.4912102380649185,0.55,0.5519964475277757,0.003656593305710712,0.14286946780599113,0.15236302984096245,1.0,1.0,53.47092825276939,-5.606102506174921,-4.0603096355331445,43.250091345835905,-38.41174321274449,0.1057049041759185,0.0,-0.17586287737185738,0.0019964475277755764,-0.2612646818161011,0.00296595413370791,-0.2612646818161011,0.00296595413370791,0.44613748382739316,0.673121510911466,0.44613748382739316,0.9484939905485187,2.224380291517597,mass_scale,2.698000000000002,0.673121510911466,0.0,0.0,-0.4133535666044299,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
98,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,15.100000381469727,1.5500001907348633,0.0,54.27985473633001,0.4926689269199746,0.55,0.5520485665176744,0.004141498134682449,0.1470109659406736,0.1562689741533571,1.0,1.0,59.75530429707804,-5.475449560748032,-3.9384599086515024,43.50574047103614,-38.35159047740326,0.1026935222144709,0.0,-0.17861753775365508,0.002048566517674324,-0.2612646818161011,0.0029964475277755765,-0.2612646818161011,0.0029964475277755765,0.6836650729522651,0.6836650729522651,1.0,0.9487864561481716,2.180272748730149,mass_scale,2.698000000000002,0.6836650729522652,0.0,0.0,-0.3973148579331206,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
99,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,16.549999237060547,1.4499988555908203,0.0,56.22508761836923,0.4940834417865408,0.55,0.552084775729283,0.004284163858775446,0.15129512979944904,0.16032471754923014,1.0,1.0,61.57251401120699,-5.347426392837761,-3.819190139728753,43.75371757639569,-38.293242923201014,0.09973535402546937,0.0,-0.17866701100705845,0.002084775729283058,-0.2612646818161011,0.003048566517674324,-0.2612646818161011,0.003048566517674324,0.6838544336154037,0.6838544336154037,1.0,0.9491078331927146,2.179478723112332,mass_scale,2.698000000000002,0.6838544336154035,0.0,0.0,-0.37625916323898845,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
100,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,17.610000610351562,1.0600013732910156,0.0,45.20140845439858,0.4954549019064061,0.55,0.5521114032400507,0.0034261043127648662,0.1547212341122139,0.16352935401967225,1.0,1.0,50.42392498521448,-5.222516530815895,-3.7029423236363215,43.994185103711935,-38.236662328538365,0.09684271843132575,0.0,-0.15553848272200824,0.0021114032400506365,-0.2272428721189499,0.003084775729283058,-0.2272428721189499,0.003084775729283058,0.684459236374164,0.684459236374164,1.0,0.9468328162036127,2.176942203064567,mass_scale,2.698000000000002,0.684459236374164,0.0,0.0,-0.3369645418985431,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
101,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.43000030517578,1.8199996948242188,0.0,82.45642184820927,0.49050747951423573,0.55,0.5521281015481326,0.005042613636363637,0.15976384774857752,0.16937089352080023,1.0,1.0,71.0,11.456421848209274,13.358040458860032,44.227333324089045,-38.18180392374376,0.3020313334510807,0.0,-0.15542694747292654,0.0021281015481326355,-0.2272428721189499,0.0031114032400506365,-0.2272428721189499,0.0031114032400506365,0.6839684168028319,0.6839684168028319,1.0,0.9441344879036901,2.1790007362622563,mass_scale,2.698000000000002,0.6839684168028318,0.0,0.0,-0.45759531356764244,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
102,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,20.920000076293945,1.489999771118164,0.0,74.34058182144183,0.4887307815211388,0.55,0.5521253881647417,0.005042613636363637,0.16480646138494115,0.17470041412973333,1.0,1.0,71.0,3.3405818214418304,4.797084581361696,43.38627151742008,-38.37970081943057,0.11056687780685676,0.0,-0.15440013806835529,0.0021253881647416433,-0.2272428721189499,0.0031281015481326355,-0.2272428721189499,0.0031281015481326355,0.6794498618532457,0.6794498618532457,1.0,0.944121475457964,2.1979303757657283,mass_scale,2.698000000000002,0.6794498618532457,0.0,0.0,-0.464170898126308,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
103,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,22.639999389648438,1.7199993133544922,0.0,92.46665753038408,0.4798837927384816,0.55,0.5521399486166255,0.005042613636363637,0.16984907502130478,0.18117166829918158,1.0,1.0,71.0,21.466657530384083,23.88686971317456,43.084232858593595,-38.45076873915445,0.5544225376270121,0.0,-0.1555928557338555,0.002139948616625472,-0.2272428721189499,0.0031253881647416433,-0.2272428721189499,0.0031253881647416433,0.6846985090577921,0.6846985090577921,0.8018572591503246,0.9440016810274307,2.1759385054761804,mass_scale,2.698000000000002,0.6846985090577921,0.0,0.0,-0.509592338268975,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
104,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,24.399999618530273,1.760000228881836,0.0,102.62943028428337,0.46703255937193966,0.55,0.551768378826043,0.005042613636363637,0.1748916886576684,0.18828954091219968,1.0,1.0,71.0,31.629430284283373,34.69833008966316,41.58024476554187,-38.80464829046073,0.8344907608244324,0.0,-0.12798027372059737,0.0017683788260429594,-0.2272428721189499,0.003139948616625472,-0.2272428721189499,0.003139948616625472,0.563187186146839,0.563187186146839,0.6364173387662904,0.944140831421739,2.678953215033559,battery_limit_usage,3.0353495519319047,0.563187186146839,0.0,0.0,-0.673482014099352,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
105,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,25.8799991607666,1.4799995422363281,0.0,93.95556514481869,0.45759892456310647,0.55,0.5512097278078978,0.005042613636363637,0.17993430229403204,0.19485552859065958,1.0,1.0,71.0,22.955565144818692,25.470813983849673,39.39553509322974,-39.31869762512241,0.6465406276008908,0.0,-0.0993007239337224,0.0012097278078977871,-0.2272428721189499,0.0027683788260429595,-0.2272428721189499,0.0027683788260429595,0.4048060204396715,0.436980588248082,0.4048060204396715,0.9409193635201922,3.216882235484585,battery_limit_usage,4.649136613284985,0.4369805882480821,0.0,0.0,-0.865581500647802,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
106,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,27.209999084472656,1.3299999237060547,0.0,90.7475194724254,0.44941793637729877,0.55,0.5511507144098897,0.005042613636363637,0.18497691593039567,0.20121923481683668,1.0,1.0,71.0,19.747519472425395,22.088668101680767,37.7918171757281,-39.696043017475745,0.5844828259771344,0.0,-0.11833658722915338,0.0011507144098896313,-0.2272428721189499,0.002209727807897787,-0.2272428721189499,0.002209727807897787,0.18997311407766015,0.5207493908421044,0.18997311407766015,0.9375734160450568,2.8558850830610787,battery_limit_usage,3.5661451560144664,0.5207493908421044,0.0,0.0,-1.0795377886067574,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
107,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,29.170000076293945,1.960000991821289,0.0,138.5106129469219,0.4359360663090985,0.55,0.5511756380548138,0.005042613636363637,0.1900195295667593,0.20843894469627092,1.0,1.0,71.0,32.52296524940953,36.40104918414079,36.40104918414079,-40.02328254490805,1.0,6.0,-0.12421703547424492,0.0011756380548138298,-0.2272428721189499,0.0021507144098896315,-0.2272428721189499,0.0021507144098896315,0.0,0.5466267624413044,0.0,0.939794266762857,2.7477014144337666,battery_limit_usage,3.2085605783244806,0.5466267624413044,0.0,0.0,-5.7009392549907165,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
108,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,30.40999984741211,1.239999771118164,0.0,97.86440890920301,0.42496230393352596,0.55,0.5507957365355074,0.005042613636363637,0.19506214320312293,0.21525363718514925,1.0,1.0,71.0,26.864408909203007,29.629158414045754,34.10913127254674,-40.56255734763606,0.8686576675698932,0.0,-0.08311375845746949,0.0007957365355073608,-0.2272428721189499,0.00217563805481383,-0.2272428721189499,0.00217563805481383,0.0,0.365748582925689,0.0,0.9404803190581178,3.545788194329322,battery_limit_usage,5.602820918011147,0.365748582925689,0.0,0.0,-1.4801276519482904,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
109,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,26.020000457763672,-4.3899993896484375,0.0,-227.35026923703253,0.4380437877269946,0.55,0.5507538376060815,0.0,0.19506214320312293,0.21314119662041447,0.0,3.0,0.0,-39.002800279223784,-35.320006242365324,32.24359166869941,-41.00150784265896,0.8614318863077893,0.0,-0.0953949643113073,0.0007538376060815073,-0.2272428721189499,0.0017957365355073607,-0.2272428721189499,0.0017957365355073607,0.0,0.41979298810029547,0.0,0.9356849367394939,3.2939216268154135,battery_limit_usage,4.846010472813901,0.4197929881002955,0.0,0.0,-1.218121989539274,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
110,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,21.809999465942383,-4.210000991821289,0.0,-184.17876363832255,0.4508028142715105,0.55,0.5506814763569163,0.0,0.19506214320312293,0.2110808275013838,0.0,3.0,0.0,-38.03103291170898,-34.44937167019282,34.46744391358908,-40.478248490920215,0.8510588514698271,0.0,0.0,0.000681476356916271,0.4046050356886927,0.0017538376060815073,0.4046050356886927,0.0017538376060815073,0.0,0.4206194673078416,0.0,0.9066666666666667,3.290187555772002,battery_limit_usage,4.804374645029429,0.21965245169769584,0.0,1.0,-0.9503955934886495,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
111,new_robust_confidence_adapter,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,17.309999465942383,-4.5,0.0,-157.87656084680162,0.46157768726446774,0.55,0.5507058883049477,0.0,0.19506214320312293,0.20934086595347803,0.0,3.0,0.0,-32.095525496766065,-29.092157080984656,36.63647842615678,-39.96788742913958,0.7278882861287859,0.0,0.00424274450202352,0.0007058883049476844,0.5,0.0016814763569162712,0.5,0.0016814763569162712,0.020070356787760257,0.4227871529031236,0.020070356787760257,0.9066666666666667,3.280408532488584,battery_limit_usage,4.744603960524931,0.21505377206095927,0.0,1.0,-0.6748114526898538,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
