time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward
30,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6379036776197458,0.55,0.55,0.0,0.0,-0.01419497186443262,0.0,0.0,0.0,0.0,1.05,57.0,-28.936594679309227,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6524007092650116
31,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.1899999976158142,0.1899999976158142,2.0,0.163623648176625,0.6374420456274154,0.55,0.55,0.0,0.0,-0.014120426028350558,0.0,0.0,0.0,0.163623648176625,1.2464063792920257,57.0,-28.967705790420336,0.021866778584070625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6428982631331456
32,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.9200000166893005,0.7300000190734863,2.0,1.7457711506379578,0.6363038779958057,0.55,0.55,0.0,0.0,-0.013936631016069092,0.0,0.0,0.0,1.7457711506379578,3.0730526053461142,57.0,-29.00463634980677,0.05391320360256341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6206894701489738
33,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,1.850000023841858,0.9300000071525574,2.0,4.222431762407491,0.634177042818466,0.55,0.55,0.0,0.0,-0.013593182751785768,0.0,0.0,0.0,4.222431762407491,5.742454978817128,57.0,-29.095689760335542,0.10074482418977418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5814955067837526
34,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,2.5999999046325684,0.7499998807907104,2.0,5.039996473949152,0.6317313292363443,0.55,0.55,0.0,0.0,-0.01319824096519914,0.0,0.0,0.0,5.039996473949152,6.603426671728429,57.0,-29.26583657452272,0.1158495907320777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5397353720605885
35,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,1.3700000047683716,-1.2299998998641968,2.0,-2.450560944302244,0.6321385333623972,0.55,0.55,0.0,0.0,-0.013263997612348827,0.0,3.0,0.0,-2.450560944302244,-1.0994511403427756,57.0,-29.46149366109245,0.03731824166792795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.544232777745377
36,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.3799999952316284,-0.9900000095367432,2.0,-0.5119369281929047,0.6319088843398848,0.55,0.55,0.0,0.0,-0.013226913141010096,0.0,3.0,0.0,-0.5119369281929047,0.6200523607835894,57.0,-29.42891733100822,0.01087811159269455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5402477258262312
37,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.38999998569488525,0.009999990463256836,2.0,0.20119097064569205,0.6314306268652697,0.55,0.55,0.0,0.0,-0.01314968256795623,0.0,0.0,0.0,0.20119097064569205,1.2912951814605933,57.0,-29.447289252809213,0.022654301429133217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5327434310119915
38,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.2199999988079071,-0.16999998688697815,2.0,0.037505220702915,0.6310250163023299,0.55,0.55,0.0,0.0,-0.013084183254562832,0.0,0.0,0.0,0.037505220702915,1.095148519937482,57.0,-29.48554985077842,0.019213131928727752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5262073008504383
39,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.029999999329447746,-0.18999999947845936,2.0,0.003962569003306993,0.6306343593580676,0.55,0.55,0.0,0.0,-0.013021098700166404,0.0,0.0,0.0,0.003962569003306993,1.0547737495081482,57.0,-29.517998695813606,0.018504802622949967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5200882042940038
